id,module_code,module,submodule,feature,origin,source,status,backend,frontend,tests,docs,depends_on,notes
WEB-049,WEB,MSP Website Platform,Website performance and maintenance,Performance monitoring,Feature Inventory,Inventory §3 p.5,Planned,Pending,Pending,Pending,Pending,,"Ongoing maintenance, patching, uptime/performance monitoring and continuous speed work are OPERATIONAL services on provisioned hosting infrastructure - not codebase features. The in-app site health checks (WEB-045/048/051/055) and daily publish audits (WEB-052/053) are the platform-side share, and they are Tested."
WEB-050,WEB,MSP Website Platform,Website performance and maintenance,Continuous speed optimization,Feature Inventory,Inventory §3 p.5,Planned,Pending,Pending,Pending,Pending,,"Ongoing maintenance, patching, uptime/performance monitoring and continuous speed work are OPERATIONAL services on provisioned hosting infrastructure - not codebase features. The in-app site health checks (WEB-045/048/051/055) and daily publish audits (WEB-052/053) are the platform-side share, and they are Tested."
WEB-051,WEB,MSP Website Platform,Website performance and maintenance,Continuous conversion optimization,Feature Inventory,Inventory §3 p.5,Tested,Done,Done,Done,Pending,,"SiteHealthService scores every page from its real content - meta title, meta description length, headline, visible sections, a call to action, a wired conversion path, third-party proof and published state - and names the FAILING checks; a check with no data fails rather than passing, so a blank page scores near zero instead of looking healthy. Site rollup lists the weakest pages first, which is what makes improvement continuous. Tested."
WEB-052,WEB,MSP Website Platform,Website performance and maintenance,SEO monitoring,Feature Inventory,Inventory §3 p.5,Tested,Yes,Yes,Yes,Yes,,"Publish-audit wiring shipped (Phase 23): publishing a page runs the Stage 7 TechnicalSeoAuditor against its public URL (SSRF-guarded, skipped without blocking when the app URL is not fetchable), and web:audit-published re-audits every published page daily at 04:30 per-tenant - after rank tracking at 04:00, so both the mapped keywords AND the pages themselves are monitored. Tested in WebsitePlatformCloseoutTest."
WEB-053,WEB,MSP Website Platform,Website performance and maintenance,Ranking monitoring,Feature Inventory,Inventory §3 p.6,Tested,Yes,Yes,Yes,Yes,,"Publish-audit wiring shipped (Phase 23): publishing a page runs the Stage 7 TechnicalSeoAuditor against its public URL (SSRF-guarded, skipped without blocking when the app URL is not fetchable), and web:audit-published re-audits every published page daily at 04:30 per-tenant - after rank tracking at 04:00, so both the mapped keywords AND the pages themselves are monitored. Tested in WebsitePlatformCloseoutTest."
WEB-054,WEB,MSP Website Platform,Website performance and maintenance,User-behavior monitoring,Feature Inventory,Inventory §3 p.6,Planned,Pending,Pending,Pending,Pending,,"User-behaviour MONITORING has the same provider dependency as WEB-036; the platform's own monitoring covers visits, conversions, experiments, health and SEO audits. Stays Planned pending a provider decision."
WEB-055,WEB,MSP Website Platform,Website performance and maintenance,Continuous website improvement,Feature Inventory,Inventory §3 p.6,Tested,Done,Done,Done,Pending,,"SiteHealthService scores every page from its real content - meta title, meta description length, headline, visible sections, a call to action, a wired conversion path, third-party proof and published state - and names the FAILING checks; a check with no data fails rather than passing, so a blank page scores near zero instead of looking healthy. Site rollup lists the weakest pages first, which is what makes improvement continuous. Tested."
TSEO-001,TSEO,Technical SEO,,Full technical SEO audit,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-002,TSEO,Technical SEO,,Website crawling,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Multi-page crawl: SiteCrawler bounded same-host BFS (20 pages), SSRF-guarded per URL, robots/sitemap-aware, persisted site_crawls report. TechnicalSeoCrawlTest. Phase 11."
TSEO-003,TSEO,Technical SEO,,Indexation analysis,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,Indexation analysis: per-page noindex + cross-URL canonical findings in crawl report. Phase 11.
TSEO-004,TSEO,Technical SEO,,Crawlability optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Crawlability: crawled URLs matched against robots.txt disallows -> ""linked but blocked"" findings. Phase 11."
TSEO-005,TSEO,Technical SEO,,Metadata optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-006,TSEO,Technical SEO,,Title-tag optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-007,TSEO,Technical SEO,,Meta-description optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-008,TSEO,Technical SEO,,Heading optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-009,TSEO,Technical SEO,,URL optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-010,TSEO,Technical SEO,,Internal linking,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Internal linking: per-page inlink/outlink counts, sitemap-only orphans, dead ends. Phase 11."
TSEO-011,TSEO,Technical SEO,,Schema markup,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-012,TSEO,Technical SEO,,Structured data,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-013,TSEO,Technical SEO,,XML sitemap management,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Sitemap management: sitemap.xml fetched, URLs join the crawl queue, crawlable pages missing from sitemap flagged. Phase 11."
TSEO-014,TSEO,Technical SEO,,Robots.txt optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"robots.txt: fetched + parsed (UA * disallows, Sitemap lines); missing file / blanket disallow / missing sitemap line flagged. Phase 11."
TSEO-015,TSEO,Technical SEO,,Canonicalization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-016,TSEO,Technical SEO,,Duplicate-content remediation,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Duplicate content: duplicate titles, descriptions, and identical body-content hashes grouped with canonicalize advice. Phase 11."
TSEO-017,TSEO,Technical SEO,,Broken-link remediation,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,Broken links: internal links to 4xx/5xx/unfetchable targets reported with linking sources; bounded to the crawl budget (honest scope). Phase 11.
TSEO-018,TSEO,Technical SEO,,Redirect management,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Redirects: redirect map, multi-hop chains with hop counts, loop detection. Phase 11."
TSEO-019,TSEO,Technical SEO,,Core Web Vitals optimization,Feature Inventory,Inventory §4 p.6,Planned,Pending,Pending,Pending,Pending,,"Broken-link crawl at scale, Core Web Vitals + site-speed need PageSpeed/crawler APIs; site-architecture viz later."
TSEO-020,TSEO,Technical SEO,,Mobile SEO,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
TSEO-021,TSEO,Technical SEO,,Site-speed SEO,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,Speed heuristics: HTML weight per page flagged over 150KB; report states CWV needs field data (TSEO-019 stays Planned). Phase 11.
TSEO-022,TSEO,Technical SEO,,Site architecture optimization,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Pending,,"Architecture: click-depth per page from BFS, depth histogram, pages deeper than 3 clicks flagged. Phase 11."
TSEO-023,TSEO,Technical SEO,,Search Console monitoring,Feature Inventory,Inventory §4 p.6,Planned,Pending,Pending,Pending,Pending,,Search Console monitoring via INTG GSC connector; penalty audit/recovery + backlink-profile audit need external link data (Ahrefs/GSC). ADR-0005.
TSEO-024,TSEO,Technical SEO,,SEO penalty auditing,Feature Inventory,Inventory §4 p.6,Planned,Pending,Pending,Pending,Pending,,Search Console monitoring via INTG GSC connector; penalty audit/recovery + backlink-profile audit need external link data (Ahrefs/GSC). ADR-0005.
TSEO-025,TSEO,Technical SEO,,SEO penalty recovery,Feature Inventory,Inventory §4 p.6,Planned,Pending,Pending,Pending,Pending,,Search Console monitoring via INTG GSC connector; penalty audit/recovery + backlink-profile audit need external link data (Ahrefs/GSC). ADR-0005.
TSEO-026,TSEO,Technical SEO,,Backlink-profile auditing,Feature Inventory,Inventory §4 p.6,Planned,Pending,Pending,Pending,Pending,,Search Console monitoring via INTG GSC connector; penalty audit/recovery + backlink-profile audit need external link data (Ahrefs/GSC). ADR-0005.
TSEO-027,TSEO,Technical SEO,,Technical issue monitoring,Feature Inventory,Inventory §4 p.6,Tested,Done,Done,Done,Done,,Real on-page auditor (Http fetch + DOMDocument): title/meta/H1/subheadings/URL/canonical/robots-meta/viewport/img-alt/JSON-LD/OG/lang/HTTPS/word-count -> weighted score + issues; audit history. Schema via SchemaGenerator. 27 SEO tests. Stage 7.
KSEO-001,KSEO,MSP Keyword SEO,,MSP keyword research,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. This IS the product's MSP keyword research for the niche: ~50 curated entries across all buying stages, one click, idempotent."
KSEO-002,KSEO,MSP Keyword SEO,,Buyer-intent keyword research,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Buyer-intent research: commercial + transactional classification on every entry, filterable; bottom-funnel set is transactional by contract (pinned)."
KSEO-003,KSEO,MSP Keyword SEO,,Commercial keyword targeting,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Commercial targeting: intent=commercial classification captured, filterable in the UI, pinned by test."
KSEO-004,KSEO,MSP Keyword SEO,,Transactional keyword targeting,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Transactional targeting: intent=transactional classification captured, filterable, pinned."
KSEO-005,KSEO,MSP Keyword SEO,,Service keywords,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Service keyword set (type=service) covering the MSP service catalog."
KSEO-006,KSEO,MSP Keyword SEO,,Industry keywords,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Industry keyword set (type=industry): who is buying."
KSEO-007,KSEO,MSP Keyword SEO,,Vertical keywords,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Vertical keyword set (type=vertical): regulated niches (HIPAA, CMMC, legal, financial, dental)."
KSEO-008,KSEO,MSP Keyword SEO,,Competitor keywords,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Competitor steal list computed from recorded rankings only: keywords where a tracked competitor's latest position beats ours (or we are unranked), with best competitor + position, on the keywords page. Pinned."
KSEO-009,KSEO,MSP Keyword SEO,,Problem-based searches,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Problem-search set (type=problem): pain-phrased queries (ransomware recovery, server crashing, it guy quit)."
KSEO-010,KSEO,MSP Keyword SEO,,Solution-based searches,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Solution-search set (type=solution): how buyers name the fix; geo-multiplied."
KSEO-011,KSEO,MSP Keyword SEO,,Long-tail keywords,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Long-tail set (type=long_tail): specific buying-context questions."
KSEO-012,KSEO,MSP Keyword SEO,,Bottom-funnel keywords,Feature Inventory,Inventory §5 p.6,Tested,Done,Done,tests/Feature/Qa/MspKeywordLibraryTest.php,Pending,,"Curated MSP research library (MspKeywordLibrary) seeds typed, intent-classified keywords - volumes/difficulty never invented (null until a data provider), seeds arrive untracked for review, geo variants across the tenant's own markets. Bottom-funnel set (type=bottom_funnel, transactional): pricing/quote/near-me/switch phrases; geo-multiplied."
KSEO-013,KSEO,MSP Keyword SEO,,Keyword clustering,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Keyword inventory: clustering (primary-token heuristic), keyword-to-page mapping, content-gap (unmapped). Stage 7."
KSEO-014,KSEO,MSP Keyword SEO,,Keyword-to-page mapping,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Keyword inventory: clustering (primary-token heuristic), keyword-to-page mapping, content-gap (unmapped). Stage 7."
KSEO-015,KSEO,MSP Keyword SEO,,Content gap analysis,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Keyword inventory: clustering (primary-token heuristic), keyword-to-page mapping, content-gap (unmapped). Stage 7."
KSEO-016,KSEO,MSP Keyword SEO,,Ranking tracking,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Rank tracking via RankProvider (fixture driver tested): history, current position, competitor rank, page-one/top-three flags. Real SERP driver (serpapi) untested-no keys. ADR-0005. Stage 7."
KSEO-017,KSEO,MSP Keyword SEO,,Competitor ranking tracking,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Rank tracking via RankProvider (fixture driver tested): history, current position, competitor rank, page-one/top-three flags. Real SERP driver (serpapi) untested-no keys. ADR-0005. Stage 7."
KSEO-018,KSEO,MSP Keyword SEO,,Page-one ranking strategy,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Rank tracking via RankProvider (fixture driver tested): history, current position, competitor rank, page-one/top-three flags. Real SERP driver (serpapi) untested-no keys. ADR-0005. Stage 7."
KSEO-019,KSEO,MSP Keyword SEO,,Top-three ranking strategy,Feature Inventory,Inventory §5 p.7,Tested,Done,Done,Done,Pending,,"Rank tracking via RankProvider (fixture driver tested): history, current position, competitor rank, page-one/top-three flags. Real SERP driver (serpapi) untested-no keys. ADR-0005. Stage 7."
LSEO-001,LSEO,Local SEO,,Google Business Profile optimization,Feature Inventory,Inventory §6 p.7,Planned,Pending,Pending,Pending,Pending,,Needs the Google Business Profile API (external Google account + outbound 443). SeoLocation already stores gbp_place_id for the wiring.
LSEO-002,LSEO,Local SEO,,Local keyword research,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,Local keywords carry a location; rank checks (manual + daily sweep) pass it to the provider and stamp it on each snapshot - per-market history is real.
LSEO-003,LSEO,Local SEO,,City keyword targeting,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,"City targeting: keyword location 'City, ST' flows through the whole rank pipeline; pinned by the journey test's city market."
LSEO-004,LSEO,Local SEO,,State and regional targeting,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,State/regional targeting: same geo pipeline with a state-granularity location; pinned in the journey test.
LSEO-005,LSEO,Local SEO,,Service-area targeting,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,Service-area targeting: same geo pipeline with a service-area location; pinned in the journey test.
LSEO-006,LSEO,Local SEO,,Location landing pages,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,"Location landing pages generate as drafts from a branch's NAP data (seo.local.page.create): '{Service} in {City, ST}' with address/phone/service-area baked in, unique slugs, manage-gated."
LSEO-007,LSEO,Local SEO,,City landing pages,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,City landing pages: the location-page generator keyed on the branch city; content and slug pinned by test.
LSEO-008,LSEO,Local SEO,,Local service pages,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,Local service pages: the same generator parameterized by service name; multiple services per location produce distinct unique-slug pages.
LSEO-009,LSEO,Local SEO,,Google Maps optimization,Feature Inventory,Inventory §6 p.7,Planned,Pending,Pending,Pending,Pending,,Needs the Google Business Profile API (external Google account + outbound 443). SeoLocation already stores gbp_place_id for the wiring.
LSEO-010,LSEO,Local SEO,,Map Pack optimization,Feature Inventory,Inventory §6 p.7,Planned,Pending,Pending,Pending,Pending,,Needs the Google Business Profile API (external Google account + outbound 443). SeoLocation already stores gbp_place_id for the wiring.
LSEO-011,LSEO,Local SEO,,Local citations,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,Done,Pending,,"Locations (NAP source of truth), citations/listings + NAP consistency checker (normalizes case/punct/suffix/phone), multi-location. 27 SEO tests. Stage 7."
LSEO-012,LSEO,Local SEO,,NAP consistency,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,Done,Pending,,"Locations (NAP source of truth), citations/listings + NAP consistency checker (normalizes case/punct/suffix/phone), multi-location. 27 SEO tests. Stage 7."
LSEO-013,LSEO,Local SEO,,Review optimization,Feature Inventory,Inventory §6 p.7,Planned,Pending,Pending,Pending,Pending,,Reviews belong to the Reputation module (REP); will be closed there. External review-platform data required for live pulls.
LSEO-014,LSEO,Local SEO,,Location-specific content,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,"Location-specific content: generated pages embed city, region, NAP and service-area copy; reviewed as drafts before publishing at /p/{slug}."
LSEO-015,LSEO,Local SEO,,Local backlinks,Feature Inventory,Inventory §6 p.7,Planned,Pending,Pending,Pending,Pending,,Local backlink acquisition is tracked via Content Outreach placements; automated local link-profile data needs an external link-data provider.
LSEO-016,LSEO,Local SEO,,Local authority building,Feature Inventory,Inventory §6 p.7,Planned,Pending,Pending,Pending,Pending,,Local authority building rides on outreach + citations (both live); external authority metrics need a link-data provider.
LSEO-017,LSEO,Local SEO,,Hyperlocal SEO,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,"Hyperlocal: identical geo pipeline at neighborhood granularity ('Center City, Philadelphia' market pinned in the journey test)."
LSEO-018,LSEO,Local SEO,,Multi-location SEO,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,Done,Pending,,"Locations (NAP source of truth), citations/listings + NAP consistency checker (normalizes case/punct/suffix/phone), multi-location. 27 SEO tests. Stage 7."
LSEO-019,LSEO,Local SEO,,Franchise-location SEO,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,Done,Pending,,"Locations (NAP source of truth), citations/listings + NAP consistency checker (normalizes case/punct/suffix/phone), multi-location. 27 SEO tests. Stage 7."
LSEO-020,LSEO,Local SEO,,Multi-market campaigns,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,Multi-market campaigns: per-market funnels composed from that market's location pages; funnel assets round-trip pinned by test.
LSEO-021,LSEO,Local SEO,,Geo-specific funnels,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,Geo-specific funnels: a funnel per market with the market's landing page attached as a stage asset; cumulative conversion math applies per funnel.
LSEO-022,LSEO,Local SEO,,Local rank tracking,Feature Inventory,Inventory §6 p.7,Tested,Done,Done,tests/Feature/Qa/LocalSeoJourneyTest.php,Pending,,Local rank tracking: keyword.location rides through seo:track-rankings for own + competitor checks; snapshot stores location + provider provenance (fixture vs live self-describing).
CONT-001,CONT,Content Marketing,Written and authority content,Blog articles,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-002,CONT,Content Marketing,Written and authority content,Service pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-003,CONT,Content Marketing,Written and authority content,Location pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-004,CONT,Content Marketing,Written and authority content,Industry pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-005,CONT,Content Marketing,Written and authority content,Vertical pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-006,CONT,Content Marketing,Written and authority content,Comparison pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-007,CONT,Content Marketing,Written and authority content,Solution pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-008,CONT,Content Marketing,Written and authority content,Use-case pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-009,CONT,Content Marketing,Written and authority content,FAQ pages,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-010,CONT,Content Marketing,Written and authority content,Thought-leadership articles,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
CONT-011,CONT,Content Marketing,Written and authority content,Case studies,Feature Inventory,Inventory §7 p.7,Tested,Done,Done,Done,Pending,,Content hub: pieces of all types (blog/service/location/case-study/whitepaper/ebook/guide/checklist/pillar/video/podcast) + funnel stage + lead magnets + editorial workflow (idea->draft->review->approved->published->archived) + content clusters (pillar) + keyword mapping + optimization scoring (SEO/CTA/internal-link/depth). 21 content tests. Stage 9.
